lowerBound,upperBound,HourOfDay,BucketMinuteOfHour,DayOfWeek,combo
15,15,02,45,Monday,"usesplunkfwd01-exec-main"
0,0,02,45,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,02,45,Saturday,"splunkes01-ess_content_importer-main"
"313.80972314546074","416.19027685453926",02,45,Saturday,"splunkes01-stream:ip-main"
15,15,02,45,Saturday,"splunksearch01-exec-main"
15,15,02,45,Saturday,"splunksearch02-exec-main"
0,0,02,45,Saturday,"splunksearch02-stash-main"
15,15,02,45,Saturday,"splunksearch03-exec-main"
"159.71194731991727","1774.28805268008270",02,45,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,02,45,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,02,45,Saturday,"usesplunkfwd01-exec-main"
0,0,02,45,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,02,45,Sunday,"splunkes01-ess_content_importer-main"
"308.09903789053516","343.90096210946484",02,45,Sunday,"splunkes01-stream:ip-main"
15,15,02,45,Sunday,"splunksearch01-exec-main"
15,15,02,45,Sunday,"splunksearch02-exec-main"
0,0,02,45,Sunday,"splunksearch02-stash-main"
15,15,02,45,Sunday,"splunksearch03-exec-main"
"345.76275477193930","1570.23724522806060",02,45,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,02,45,Sunday,"usesplunkfwd01-detectify_findings-main"
"15.3333333333332380","16.6666666666667600",02,45,Sunday,"usesplunkfwd01-exec-main"
0,0,02,45,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,02,45,Thursday,"splunkes01-ess_content_importer-main"
"306.026832336720640","363.973167663279360",02,45,Thursday,"splunkes01-stream:ip-main"
15,15,02,45,Thursday,"splunksearch01-exec-main"
15,15,02,45,Thursday,"splunksearch02-exec-main"
0,0,02,45,Thursday,"splunksearch02-stash-main"
15,15,02,45,Thursday,"splunksearch03-exec-main"
"333.7330299419248","1564.2669700580752",02,45,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,02,45,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,02,45,Thursday,"usesplunkfwd01-exec-main"
0,0,02,45,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,02,45,Tuesday,"splunkes01-ess_content_importer-main"
"293.386362655471430","368.613637344528570",02,45,Tuesday,"splunkes01-stream:ip-main"
15,15,02,45,Tuesday,"splunksearch01-exec-main"
15,15,02,45,Tuesday,"splunksearch02-exec-main"
0,0,02,45,Tuesday,"splunksearch02-stash-main"
15,15,02,45,Tuesday,"splunksearch03-exec-main"
"289.8192491948826","1586.1807508051174",02,45,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,02,45,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,02,45,Tuesday,"usesplunkfwd01-exec-main"
0,0,02,45,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,02,45,Wednesday,"splunkes01-ess_content_importer-main"
"286.998412726406460","377.001587273593540",02,45,Wednesday,"splunkes01-stream:ip-main"
15,15,02,45,Wednesday,"splunksearch01-exec-main"
15,15,02,45,Wednesday,"splunksearch02-exec-main"
0,0,02,45,Wednesday,"splunksearch02-stash-main"
15,15,02,45,Wednesday,"splunksearch03-exec-main"
"911.701778718652900","962.298221281347100",02,45,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,02,45,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,02,45,Wednesday,"usesplunkfwd01-exec-main"
0,0,03,00,Friday,"34.193.54.29:8088-httpevent-main"
0,0,03,00,Friday,"splunkes01-ess_content_importer-main"
"313.24253666109337","386.75746333890663",03,00,Friday,"splunkes01-stream:ip-main"
15,15,03,00,Friday,"splunksearch01-exec-main"
15,15,03,00,Friday,"splunksearch02-exec-main"
0,0,03,00,Friday,"splunksearch02-stash-main"
15,15,03,00,Friday,"splunksearch03-exec-main"
"340.5179293484782","1581.4820706515218",03,00,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,03,00,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,03,00,Friday,"usesplunkfwd01-exec-main"
0,0,03,00,Monday,"34.193.54.29:8088-httpevent-main"
0,0,03,00,Monday,"splunkes01-ess_content_importer-main"
"321.78721054116580","400.21278945883420",03,00,Monday,"splunkes01-stream:ip-main"
15,15,03,00,Monday,"splunksearch01-exec-main"
15,15,03,00,Monday,"splunksearch02-exec-main"
0,0,03,00,Monday,"splunksearch02-stash-main"
15,15,03,00,Monday,"splunksearch03-exec-main"
"317.2437531363590","1610.7562468636410",03,00,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,03,00,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,03,00,Monday,"usesplunkfwd01-exec-main"
0,0,03,00,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,03,00,Saturday,"splunkes01-ess_content_importer-main"
"317.806077858292270","390.193922141707730",03,00,Saturday,"splunkes01-stream:ip-main"
15,15,03,00,Saturday,"splunksearch01-exec-main"
15,15,03,00,Saturday,"splunksearch02-exec-main"
0,0,03,00,Saturday,"splunksearch02-stash-main"
15,15,03,00,Saturday,"splunksearch03-exec-main"
"150.8331452219932","1775.1668547780068",03,00,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,03,00,Saturday,"usesplunkfwd01-detectify_findings-main"
"15.3333333333332380","16.6666666666667600",03,00,Saturday,"usesplunkfwd01-exec-main"
0,0,03,00,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,03,00,Sunday,"splunkes01-ess_content_importer-main"
"323.840508749181770","374.159491250818230",03,00,Sunday,"splunkes01-stream:ip-main"
15,15,03,00,Sunday,"splunksearch01-exec-main"
15,15,03,00,Sunday,"splunksearch02-exec-main"
0,0,03,00,Sunday,"splunksearch02-stash-main"
15,15,03,00,Sunday,"splunksearch03-exec-main"
"346.96721399583770","1567.03278600416230",03,00,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,03,00,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,03,00,Sunday,"usesplunkfwd01-exec-main"
0,0,03,00,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,03,00,Thursday,"splunkes01-ess_content_importer-main"
"317.85405868482870","378.14594131517130",03,00,Thursday,"splunkes01-stream:ip-main"
15,15,03,00,Thursday,"splunksearch01-exec-main"
15,15,03,00,Thursday,"splunksearch02-exec-main"
0,0,03,00,Thursday,"splunksearch02-stash-main"
15,15,03,00,Thursday,"splunksearch03-exec-main"
"346.843930597238","1597.156069402762",03,00,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,03,00,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,03,00,Thursday,"usesplunkfwd01-exec-main"
0,0,03,00,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,03,00,Tuesday,"splunkes01-ess_content_importer-main"
"330.151107630630100","427.848892369369900",03,00,Tuesday,"splunkes01-stream:ip-main"
15,15,03,00,Tuesday,"splunksearch01-exec-main"
15,15,03,00,Tuesday,"splunksearch02-exec-main"
0,0,03,00,Tuesday,"splunksearch02-stash-main"
15,15,03,00,Tuesday,"splunksearch03-exec-main"
"324.7648776898358","1625.2351223101641",03,00,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,03,00,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,03,00,Tuesday,"usesplunkfwd01-exec-main"
0,0,03,00,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,03,00,Wednesday,"splunkes01-ess_content_importer-main"
"298.553789854796040","393.446210145203960",03,00,Wednesday,"splunkes01-stream:ip-main"
15,15,03,00,Wednesday,"splunksearch01-exec-main"
15,15,03,00,Wednesday,"splunksearch02-exec-main"
0,0,03,00,Wednesday,"splunksearch02-stash-main"
15,15,03,00,Wednesday,"splunksearch03-exec-main"
"911.530869168292500","1014.469130831707500",03,00,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,03,00,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,03,00,Wednesday,"usesplunkfwd01-exec-main"
0,0,03,15,Friday,"34.193.54.29:8088-httpevent-main"
0,0,03,15,Friday,"splunkes01-ess_content_importer-main"
"294.941899716778040","381.058100283221960",03,15,Friday,"splunkes01-stream:ip-main"
"15.3333333333332380","16.6666666666667600",03,15,Friday,"splunksearch01-exec-main"
15,15,03,15,Friday,"splunksearch02-exec-main"
0,0,03,15,Friday,"splunksearch02-stash-main"
15,15,03,15,Friday,"splunksearch03-exec-main"
"341.56391698372770","1574.43608301627230",03,15,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,03,15,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,03,15,Friday,"usesplunkfwd01-exec-main"
0,0,03,15,Monday,"34.193.54.29:8088-httpevent-main"
0,0,03,15,Monday,"splunkes01-ess_content_importer-main"
"308.52143564045446","373.47856435954554",03,15,Monday,"splunkes01-stream:ip-main"
15,15,03,15,Monday,"splunksearch01-exec-main"
15,15,03,15,Monday,"splunksearch02-exec-main"
0,0,03,15,Monday,"splunksearch02-stash-main"
15,15,03,15,Monday,"splunksearch03-exec-main"
"300.137801248268","1595.862198751732",03,15,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,03,15,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,03,15,Monday,"usesplunkfwd01-exec-main"
0,0,03,15,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,03,15,Saturday,"splunkes01-ess_content_importer-main"
"317.51543504000570","398.48456495999430",03,15,Saturday,"splunkes01-stream:ip-main"
15,15,03,15,Saturday,"splunksearch01-exec-main"
15,15,03,15,Saturday,"splunksearch02-exec-main"
0,0,03,15,Saturday,"splunksearch02-stash-main"
15,15,03,15,Saturday,"splunksearch03-exec-main"
"158.2245281028276","1769.7754718971723",03,15,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,03,15,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,03,15,Saturday,"usesplunkfwd01-exec-main"
0,0,03,15,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,03,15,Sunday,"splunkes01-ess_content_importer-main"
"305.25158234186850","344.74841765813150",03,15,Sunday,"splunkes01-stream:ip-main"
15,15,03,15,Sunday,"splunksearch01-exec-main"
15,15,03,15,Sunday,"splunksearch02-exec-main"
0,0,03,15,Sunday,"splunksearch02-stash-main"
15,15,03,15,Sunday,"splunksearch03-exec-main"
"349.21224093041110","1568.78775906958900",03,15,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,03,15,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,03,15,Sunday,"usesplunkfwd01-exec-main"
0,0,03,15,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,03,15,Thursday,"splunkes01-ess_content_importer-main"
"315.591440481302240","364.408559518697760",03,15,Thursday,"splunkes01-stream:ip-main"
15,15,03,15,Thursday,"splunksearch01-exec-main"
15,15,03,15,Thursday,"splunksearch02-exec-main"
0,0,03,15,Thursday,"splunksearch02-stash-main"
15,15,03,15,Thursday,"splunksearch03-exec-main"
"337.21481020380670","1574.78518979619320",03,15,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,03,15,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,03,15,Thursday,"usesplunkfwd01-exec-main"
0,0,03,15,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,03,15,Tuesday,"splunkes01-ess_content_importer-main"
"314.424574724783000","393.575425275217000",03,15,Tuesday,"splunkes01-stream:ip-main"
15,15,03,15,Tuesday,"splunksearch01-exec-main"
15,15,03,15,Tuesday,"splunksearch02-exec-main"
0,0,03,15,Tuesday,"splunksearch02-stash-main"
15,15,03,15,Tuesday,"splunksearch03-exec-main"
"306.81520068636210","1609.18479931363800",03,15,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,03,15,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,03,15,Tuesday,"usesplunkfwd01-exec-main"
0,0,03,15,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,03,15,Wednesday,"splunkes01-ess_content_importer-main"
"303.31341937379640","370.68658062620360",03,15,Wednesday,"splunkes01-stream:ip-main"
15,15,03,15,Wednesday,"splunksearch01-exec-main"
15,15,03,15,Wednesday,"splunksearch02-exec-main"
0,0,03,15,Wednesday,"splunksearch02-stash-main"
15,15,03,15,Wednesday,"splunksearch03-exec-main"
"917.30125044697730","1000.69874955302270",03,15,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,03,15,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,03,15,Wednesday,"usesplunkfwd01-exec-main"
0,0,03,30,Friday,"34.193.54.29:8088-httpevent-main"
0,0,03,30,Friday,"splunkes01-ess_content_importer-main"
"304.780780880495600","395.219219119504400",03,30,Friday,"splunkes01-stream:ip-main"
15,15,03,30,Friday,"splunksearch01-exec-main"
15,15,03,30,Friday,"splunksearch02-exec-main"
0,0,03,30,Friday,"splunksearch02-stash-main"
15,15,03,30,Friday,"splunksearch03-exec-main"
"344.4153721152283","1583.5846278847716",03,30,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,03,30,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,03,30,Friday,"usesplunkfwd01-exec-main"
0,0,03,30,Monday,"34.193.54.29:8088-httpevent-main"
0,0,03,30,Monday,"splunkes01-ess_content_importer-main"
"310.609323261627200","381.390676738372800",03,30,Monday,"splunkes01-stream:ip-main"
15,15,03,30,Monday,"splunksearch01-exec-main"
15,15,03,30,Monday,"splunksearch02-exec-main"
0,0,03,30,Monday,"splunksearch02-stash-main"
15,15,03,30,Monday,"splunksearch03-exec-main"
"314.653802764970","1605.346197235030",03,30,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,03,30,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,03,30,Monday,"usesplunkfwd01-exec-main"
0,0,03,30,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,03,30,Saturday,"splunkes01-ess_content_importer-main"
"305.1978836571284","380.8021163428716",03,30,Saturday,"splunkes01-stream:ip-main"
15,15,03,30,Saturday,"splunksearch01-exec-main"
15,15,03,30,Saturday,"splunksearch02-exec-main"
0,0,03,30,Saturday,"splunksearch02-stash-main"
15,15,03,30,Saturday,"splunksearch03-exec-main"
"156.1912886485712","1763.8087113514289",03,30,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,03,30,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,03,30,Saturday,"usesplunkfwd01-exec-main"
0,0,03,30,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,03,30,Sunday,"splunkes01-ess_content_importer-main"
"301.478291396708360","356.521708603291640",03,30,Sunday,"splunkes01-stream:ip-main"
15,15,03,30,Sunday,"splunksearch01-exec-main"
15,15,03,30,Sunday,"splunksearch02-exec-main"
0,0,03,30,Sunday,"splunksearch02-stash-main"
15,15,03,30,Sunday,"splunksearch03-exec-main"
"358.47103406961367","1573.52896593038620",03,30,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,03,30,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,03,30,Sunday,"usesplunkfwd01-exec-main"
0,0,03,30,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,03,30,Thursday,"splunkes01-ess_content_importer-main"
"303.241003813253140","382.758996186746860",03,30,Thursday,"splunkes01-stream:ip-main"
15,15,03,30,Thursday,"splunksearch01-exec-main"
15,15,03,30,Thursday,"splunksearch02-exec-main"
0,0,03,30,Thursday,"splunksearch02-stash-main"
15,15,03,30,Thursday,"splunksearch03-exec-main"
"343.3400035930658","1592.6599964069342",03,30,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,03,30,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,03,30,Thursday,"usesplunkfwd01-exec-main"
0,0,03,30,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,03,30,Tuesday,"splunkes01-ess_content_importer-main"
"311.291980432071400","392.708019567928600",03,30,Tuesday,"splunkes01-stream:ip-main"
15,15,03,30,Tuesday,"splunksearch01-exec-main"
15,15,03,30,Tuesday,"splunksearch02-exec-main"
0,0,03,30,Tuesday,"splunksearch02-stash-main"
15,15,03,30,Tuesday,"splunksearch03-exec-main"
"295.10489511566107","1592.89510488433900",03,30,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,03,30,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,03,30,Tuesday,"usesplunkfwd01-exec-main"
0,0,03,30,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,03,30,Wednesday,"splunkes01-ess_content_importer-main"
"293.88920542364290","408.11079457635710",03,30,Wednesday,"splunkes01-stream:ip-main"
15,15,03,30,Wednesday,"splunksearch01-exec-main"
15,15,03,30,Wednesday,"splunksearch02-exec-main"
0,0,03,30,Wednesday,"splunksearch02-stash-main"
15,15,03,30,Wednesday,"splunksearch03-exec-main"
"912.396649145499000","1009.603350854501000",03,30,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,03,30,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,03,30,Wednesday,"usesplunkfwd01-exec-main"
0,0,03,45,Friday,"34.193.54.29:8088-httpevent-main"
0,0,03,45,Friday,"splunkes01-ess_content_importer-main"
"300.89946348665836","365.10053651334164",03,45,Friday,"splunkes01-stream:ip-main"
15,15,03,45,Friday,"splunksearch01-exec-main"
15,15,03,45,Friday,"splunksearch02-exec-main"
0,0,03,45,Friday,"splunksearch02-stash-main"
15,15,03,45,Friday,"splunksearch03-exec-main"
"336.89646105553890","1571.10353894446100",03,45,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,03,45,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,03,45,Friday,"usesplunkfwd01-exec-main"
0,0,03,45,Monday,"34.193.54.29:8088-httpevent-main"
0,0,03,45,Monday,"splunkes01-ess_content_importer-main"
"307.504098636046200","368.495901363953800",03,45,Monday,"splunkes01-stream:ip-main"
15,15,03,45,Monday,"splunksearch01-exec-main"
15,15,03,45,Monday,"splunksearch02-exec-main"
0,0,03,45,Monday,"splunksearch02-stash-main"
15,15,03,45,Monday,"splunksearch03-exec-main"
"305.6928967848","1604.3071032152",03,45,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,03,45,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,03,45,Monday,"usesplunkfwd01-exec-main"
0,0,03,45,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,03,45,Saturday,"splunkes01-ess_content_importer-main"
"316.53083494237904","389.46916505762096",03,45,Saturday,"splunkes01-stream:ip-main"
15,15,03,45,Saturday,"splunksearch01-exec-main"
15,15,03,45,Saturday,"splunksearch02-exec-main"
0,0,03,45,Saturday,"splunksearch02-stash-main"
15,15,03,45,Saturday,"splunksearch03-exec-main"
"149.1155830404446","1766.8844169595554",03,45,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,03,45,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,03,45,Saturday,"usesplunkfwd01-exec-main"
0,0,03,45,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,03,45,Sunday,"splunkes01-ess_content_importer-main"
"299.992593506861700","360.007406493138300",03,45,Sunday,"splunkes01-stream:ip-main"
15,15,03,45,Sunday,"splunksearch01-exec-main"
15,15,03,45,Sunday,"splunksearch02-exec-main"
0,0,03,45,Sunday,"splunksearch02-stash-main"
15,15,03,45,Sunday,"splunksearch03-exec-main"
"341.7849312434894","1560.2150687565106",03,45,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,03,45,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,03,45,Sunday,"usesplunkfwd01-exec-main"
0,0,03,45,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,03,45,Thursday,"splunkes01-ess_content_importer-main"
"305.395195585101760","364.604804414898240",03,45,Thursday,"splunkes01-stream:ip-main"
15,15,03,45,Thursday,"splunksearch01-exec-main"
15,15,03,45,Thursday,"splunksearch02-exec-main"
0,0,03,45,Thursday,"splunksearch02-stash-main"
15,15,03,45,Thursday,"splunksearch03-exec-main"
"346.1020693336326","1585.8979306663673",03,45,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,03,45,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,03,45,Thursday,"usesplunkfwd01-exec-main"
0,0,03,45,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,03,45,Tuesday,"splunkes01-ess_content_importer-main"
"294.692788592235960","377.307211407764040",03,45,Tuesday,"splunkes01-stream:ip-main"
15,15,03,45,Tuesday,"splunksearch01-exec-main"
15,15,03,45,Tuesday,"splunksearch02-exec-main"
0,0,03,45,Tuesday,"splunksearch02-stash-main"
15,15,03,45,Tuesday,"splunksearch03-exec-main"
"295.55668963390826","1596.44331036609170",03,45,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,03,45,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,03,45,Tuesday,"usesplunkfwd01-exec-main"
0,0,03,45,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,03,45,Wednesday,"splunkes01-ess_content_importer-main"
"286.46010276055130","371.53989723944870",03,45,Wednesday,"splunkes01-stream:ip-main"
15,15,03,45,Wednesday,"splunksearch01-exec-main"
15,15,03,45,Wednesday,"splunksearch02-exec-main"
0,0,03,45,Wednesday,"splunksearch02-stash-main"
15,15,03,45,Wednesday,"splunksearch03-exec-main"
"916.10727071276300","1005.89272928723700",03,45,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,03,45,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,03,45,Wednesday,"usesplunkfwd01-exec-main"
0,0,04,00,Friday,"34.193.54.29:8088-httpevent-main"
0,0,04,00,Friday,"splunkes01-ess_content_importer-main"
"304.477279431483570","381.522720568516430",04,00,Friday,"splunkes01-stream:ip-main"
15,15,04,00,Friday,"splunksearch01-exec-main"
15,15,04,00,Friday,"splunksearch02-exec-main"
0,0,04,00,Friday,"splunksearch02-stash-main"
15,15,04,00,Friday,"splunksearch03-exec-main"
"352.359910482622","1585.640089517378",04,00,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,04,00,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,04,00,Friday,"usesplunkfwd01-exec-main"
0,0,04,00,Monday,"34.193.54.29:8088-httpevent-main"
0,0,04,00,Monday,"splunkes01-ess_content_importer-main"
"313.027913960545450","376.972086039454550",04,00,Monday,"splunkes01-stream:ip-main"
15,15,04,00,Monday,"splunksearch01-exec-main"
15,15,04,00,Monday,"splunksearch02-exec-main"
0,0,04,00,Monday,"splunksearch02-stash-main"
15,15,04,00,Monday,"splunksearch03-exec-main"
"311.8307675773392","1600.1692324226608",04,00,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,04,00,Monday,"usesplunkfwd01-detectify_findings-main"
"15.2928932188134520","16.7071067811865460",04,00,Monday,"usesplunkfwd01-exec-main"
0,0,04,00,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,04,00,Saturday,"splunkes01-ess_content_importer-main"
"316.742522323344400","375.257477676655600",04,00,Saturday,"splunkes01-stream:ip-main"
15,15,04,00,Saturday,"splunksearch01-exec-main"
15,15,04,00,Saturday,"splunksearch02-exec-main"
0,0,04,00,Saturday,"splunksearch02-stash-main"
15,15,04,00,Saturday,"splunksearch03-exec-main"
"129.73759761380030","1746.26240238619970",04,00,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,04,00,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,04,00,Saturday,"usesplunkfwd01-exec-main"
0,0,04,00,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,04,00,Sunday,"splunkes01-ess_content_importer-main"
"310.704668770970400","363.295331229029600",04,00,Sunday,"splunkes01-stream:ip-main"
15,15,04,00,Sunday,"splunksearch01-exec-main"
15,15,04,00,Sunday,"splunksearch02-exec-main"
0,0,04,00,Sunday,"splunksearch02-stash-main"
15,15,04,00,Sunday,"splunksearch03-exec-main"
"356.1514844849750","1583.8485155150252",04,00,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,04,00,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,04,00,Sunday,"usesplunkfwd01-exec-main"
0,0,04,00,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,04,00,Thursday,"splunkes01-ess_content_importer-main"
"305.31973072326360","370.68026927673640",04,00,Thursday,"splunkes01-stream:ip-main"
15,15,04,00,Thursday,"splunksearch01-exec-main"
15,15,04,00,Thursday,"splunksearch02-exec-main"
0,0,04,00,Thursday,"splunksearch02-stash-main"
15,15,04,00,Thursday,"splunksearch03-exec-main"
"343.1984954094185","1586.8015045905815",04,00,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,04,00,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,04,00,Thursday,"usesplunkfwd01-exec-main"
0,0,04,00,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,04,00,Tuesday,"splunkes01-ess_content_importer-main"
"324.993197829739200","409.006802170260800",04,00,Tuesday,"splunkes01-stream:ip-main"
15,15,04,00,Tuesday,"splunksearch01-exec-main"
15,15,04,00,Tuesday,"splunksearch02-exec-main"
0,0,04,00,Tuesday,"splunksearch02-stash-main"
15,15,04,00,Tuesday,"splunksearch03-exec-main"
"302.0119599869146","1597.9880400130855",04,00,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,04,00,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,04,00,Tuesday,"usesplunkfwd01-exec-main"
0,0,04,00,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,04,00,Wednesday,"splunkes01-ess_content_importer-main"
"311.709870377990800","390.290129622009200",04,00,Wednesday,"splunkes01-stream:ip-main"
15,15,04,00,Wednesday,"splunksearch01-exec-main"
15,15,04,00,Wednesday,"splunksearch02-exec-main"
0,0,04,00,Wednesday,"splunksearch02-stash-main"
15,15,04,00,Wednesday,"splunksearch03-exec-main"
"909.035727865292500","1002.964272134707500",04,00,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,04,00,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,04,00,Wednesday,"usesplunkfwd01-exec-main"
0,0,04,15,Friday,"34.193.54.29:8088-httpevent-main"
0,0,04,15,Friday,"splunkes01-ess_content_importer-main"
"306.244632255370330","387.755367744629670",04,15,Friday,"splunkes01-stream:ip-main"
15,15,04,15,Friday,"splunksearch01-exec-main"
15,15,04,15,Friday,"splunksearch02-exec-main"
0,0,04,15,Friday,"splunksearch02-stash-main"
15,15,04,15,Friday,"splunksearch03-exec-main"
"328.11869830479670","1559.88130169520330",04,15,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,04,15,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,04,15,Friday,"usesplunkfwd01-exec-main"
0,0,04,15,Monday,"34.193.54.29:8088-httpevent-main"
0,0,04,15,Monday,"splunkes01-ess_content_importer-main"
"309.613207756376400","370.386792243623600",04,15,Monday,"splunkes01-stream:ip-main"
15,15,04,15,Monday,"splunksearch01-exec-main"
15,15,04,15,Monday,"splunksearch02-exec-main"
0,0,04,15,Monday,"splunksearch02-stash-main"
15,15,04,15,Monday,"splunksearch03-exec-main"
"313.4977764395092","1614.5022235604908",04,15,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,04,15,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,04,15,Monday,"usesplunkfwd01-exec-main"
0,0,04,15,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,04,15,Saturday,"splunkes01-ess_content_importer-main"
"316.639127858778860","397.360872141221140",04,15,Saturday,"splunkes01-stream:ip-main"
15,15,04,15,Saturday,"splunksearch01-exec-main"
15,15,04,15,Saturday,"splunksearch02-exec-main"
0,0,04,15,Saturday,"splunksearch02-stash-main"
