lowerBound,upperBound,HourOfDay,BucketMinuteOfHour,DayOfWeek,combo
0,0,18,45,Tuesday,"splunkes01-ess_content_importer-main"
"290.696699135154740","367.303300864845260",18,45,Tuesday,"splunkes01-stream:ip-main"
15,15,18,45,Tuesday,"splunksearch01-exec-main"
15,15,18,45,Tuesday,"splunksearch02-exec-main"
0,0,18,45,Tuesday,"splunksearch02-stash-main"
15,15,18,45,Tuesday,"splunksearch03-exec-main"
"294.68165712046846","1601.31834287953140",18,45,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,18,45,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,18,45,Tuesday,"usesplunkfwd01-exec-main"
0,0,18,45,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,18,45,Wednesday,"splunkes01-ess_content_importer-main"
"322.159536443007140","451.840463556992860",18,45,Wednesday,"splunkes01-stream:ip-main"
15,15,18,45,Wednesday,"splunksearch01-exec-main"
15,15,18,45,Wednesday,"splunksearch02-exec-main"
0,0,18,45,Wednesday,"splunksearch02-stash-main"
15,15,18,45,Wednesday,"splunksearch03-exec-main"
"925.462235989324100","994.537764010675900",18,45,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,18,45,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,18,45,Wednesday,"usesplunkfwd01-exec-main"
0,0,19,00,Friday,"34.193.54.29:8088-httpevent-main"
0,0,19,00,Friday,"splunkes01-ess_content_importer-main"
"312.513092647199360","399.486907352800640",19,00,Friday,"splunkes01-stream:ip-main"
15,15,19,00,Friday,"splunksearch01-exec-main"
15,15,19,00,Friday,"splunksearch02-exec-main"
0,0,19,00,Friday,"splunksearch02-stash-main"
15,15,19,00,Friday,"splunksearch03-exec-main"
"165.394279366472","1780.605720633528",19,00,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,19,00,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,19,00,Friday,"usesplunkfwd01-exec-main"
0,0,19,00,Monday,"34.193.54.29:8088-httpevent-main"
0,0,19,00,Monday,"splunkes01-ess_content_importer-main"
"317.01099017237254","420.98900982762746",19,00,Monday,"splunkes01-stream:ip-main"
15,15,19,00,Monday,"splunksearch01-exec-main"
15,15,19,00,Monday,"splunksearch02-exec-main"
0,0,19,00,Monday,"splunksearch02-stash-main"
15,15,19,00,Monday,"splunksearch03-exec-main"
"304.5582294313136","1589.4417705686865",19,00,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,19,00,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,19,00,Monday,"usesplunkfwd01-exec-main"
0,0,19,00,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,19,00,Saturday,"splunkes01-ess_content_importer-main"
"312.54756401800180","343.45243598199820",19,00,Saturday,"splunkes01-stream:ip-main"
15,15,19,00,Saturday,"splunksearch01-exec-main"
15,15,19,00,Saturday,"splunksearch02-exec-main"
0,0,19,00,Saturday,"splunksearch02-stash-main"
15,15,19,00,Saturday,"splunksearch03-exec-main"
"354.194293237592","1573.805706762408",19,00,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,19,00,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,19,00,Saturday,"usesplunkfwd01-exec-main"
0,0,19,00,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,19,00,Sunday,"splunkes01-ess_content_importer-main"
"314.979943858393300","387.020056141606700",19,00,Sunday,"splunkes01-stream:ip-main"
15,15,19,00,Sunday,"splunksearch01-exec-main"
15,15,19,00,Sunday,"splunksearch02-exec-main"
0,0,19,00,Sunday,"splunksearch02-stash-main"
15,15,19,00,Sunday,"splunksearch03-exec-main"
"347.5845676918054","1568.4154323081946",19,00,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,19,00,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,19,00,Sunday,"usesplunkfwd01-exec-main"
0,0,19,00,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,19,00,Thursday,"splunkes01-ess_content_importer-main"
"309.919459464159900","372.080540535840100",19,00,Thursday,"splunkes01-stream:ip-main"
15,15,19,00,Thursday,"splunksearch01-exec-main"
"15.3333333333332380","16.6666666666667600",19,00,Thursday,"splunksearch02-exec-main"
0,0,19,00,Thursday,"splunksearch02-stash-main"
15,15,19,00,Thursday,"splunksearch03-exec-main"
"343.0596670276336","1586.9403329723664",19,00,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,19,00,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,19,00,Thursday,"usesplunkfwd01-exec-main"
0,0,19,00,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,19,00,Tuesday,"splunkes01-ess_content_importer-main"
"320.102042990182900","415.897957009817100",19,00,Tuesday,"splunkes01-stream:ip-main"
15,15,19,00,Tuesday,"splunksearch01-exec-main"
15,15,19,00,Tuesday,"splunksearch02-exec-main"
0,0,19,00,Tuesday,"splunksearch02-stash-main"
15,15,19,00,Tuesday,"splunksearch03-exec-main"
"793.9131268555972","1108.0868731444030",19,00,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,19,00,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,19,00,Tuesday,"usesplunkfwd01-exec-main"
0,0,19,00,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,19,00,Wednesday,"splunkes01-ess_content_importer-main"
"303.823169831940500","404.176830168059500",19,00,Wednesday,"splunkes01-stream:ip-main"
15,15,19,00,Wednesday,"splunksearch01-exec-main"
15,15,19,00,Wednesday,"splunksearch02-exec-main"
0,0,19,00,Wednesday,"splunksearch02-stash-main"
15,15,19,00,Wednesday,"splunksearch03-exec-main"
"902.21461949346670","1039.78538050653330",19,00,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,19,00,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,19,00,Wednesday,"usesplunkfwd01-exec-main"
0,0,19,15,Friday,"34.193.54.29:8088-httpevent-main"
0,0,19,15,Friday,"splunkes01-ess_content_importer-main"
"309.365345630778960","392.634654369221040",19,15,Friday,"splunkes01-stream:ip-main"
15,15,19,15,Friday,"splunksearch01-exec-main"
15,15,19,15,Friday,"splunksearch02-exec-main"
0,0,19,15,Friday,"splunksearch02-stash-main"
15,15,19,15,Friday,"splunksearch03-exec-main"
"138.41996076883310","1759.58003923116700",19,15,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,19,15,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,19,15,Friday,"usesplunkfwd01-exec-main"
0,0,19,15,Monday,"34.193.54.29:8088-httpevent-main"
0,0,19,15,Monday,"splunkes01-ess_content_importer-main"
"307.18047827149906","398.81952172850094",19,15,Monday,"splunkes01-stream:ip-main"
15,15,19,15,Monday,"splunksearch01-exec-main"
15,15,19,15,Monday,"splunksearch02-exec-main"
0,0,19,15,Monday,"splunksearch02-stash-main"
15,15,19,15,Monday,"splunksearch03-exec-main"
"299.7466220038548","1592.2533779961452",19,15,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,19,15,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,19,15,Monday,"usesplunkfwd01-exec-main"
0,0,19,15,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,19,15,Saturday,"splunkes01-ess_content_importer-main"
"297.603451404061330","350.396548595938670",19,15,Saturday,"splunkes01-stream:ip-main"
15,15,19,15,Saturday,"splunksearch01-exec-main"
15,15,19,15,Saturday,"splunksearch02-exec-main"
0,0,19,15,Saturday,"splunksearch02-stash-main"
15,15,19,15,Saturday,"splunksearch03-exec-main"
"330.3102260558148","1551.6897739441852",19,15,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,19,15,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,19,15,Saturday,"usesplunkfwd01-exec-main"
0,0,19,15,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,19,15,Sunday,"splunkes01-ess_content_importer-main"
"307.078650715356000","364.921349284644000",19,15,Sunday,"splunkes01-stream:ip-main"
15,15,19,15,Sunday,"splunksearch01-exec-main"
15,15,19,15,Sunday,"splunksearch02-exec-main"
0,0,19,15,Sunday,"splunksearch02-stash-main"
15,15,19,15,Sunday,"splunksearch03-exec-main"
"346.41928696498270","1557.58071303501720",19,15,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,19,15,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,19,15,Sunday,"usesplunkfwd01-exec-main"
0,0,19,15,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,19,15,Thursday,"splunkes01-ess_content_importer-main"
"312.858180035823470","363.141819964176530",19,15,Thursday,"splunkes01-stream:ip-main"
15,15,19,15,Thursday,"splunksearch01-exec-main"
15,15,19,15,Thursday,"splunksearch02-exec-main"
0,0,19,15,Thursday,"splunksearch02-stash-main"
"15.3333333333332380","16.6666666666667600",19,15,Thursday,"splunksearch03-exec-main"
"339.47828565917666","1576.52171434082330",19,15,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,19,15,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,19,15,Thursday,"usesplunkfwd01-exec-main"
0,0,19,15,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,19,15,Tuesday,"splunkes01-ess_content_importer-main"
"298.0575316537252","379.9424683462748",19,15,Tuesday,"splunkes01-stream:ip-main"
15,15,19,15,Tuesday,"splunksearch01-exec-main"
15,15,19,15,Tuesday,"splunksearch02-exec-main"
0,0,19,15,Tuesday,"splunksearch02-stash-main"
15,15,19,15,Tuesday,"splunksearch03-exec-main"
"959.7617330344567","1184.2382669655433",19,15,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,19,15,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,19,15,Tuesday,"usesplunkfwd01-exec-main"
0,0,19,15,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,19,15,Wednesday,"splunkes01-ess_content_importer-main"
"294.0689341214144","377.9310658785856",19,15,Wednesday,"splunkes01-stream:ip-main"
15,15,19,15,Wednesday,"splunksearch01-exec-main"
15,15,19,15,Wednesday,"splunksearch02-exec-main"
0,0,19,15,Wednesday,"splunksearch02-stash-main"
15,15,19,15,Wednesday,"splunksearch03-exec-main"
"902.278466677349300","979.721533322650700",19,15,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,19,15,Wednesday,"usesplunkfwd01-detectify_findings-main"
"15.2928932188134520","16.7071067811865460",19,15,Wednesday,"usesplunkfwd01-exec-main"
0,0,19,30,Friday,"34.193.54.29:8088-httpevent-main"
0,0,19,30,Friday,"splunkes01-ess_content_importer-main"
"306.547009449924530","387.452990550075470",19,30,Friday,"splunkes01-stream:ip-main"
15,15,19,30,Friday,"splunksearch01-exec-main"
15,15,19,30,Friday,"splunksearch02-exec-main"
0,0,19,30,Friday,"splunksearch02-stash-main"
15,15,19,30,Friday,"splunksearch03-exec-main"
"160.7432170827956","1773.2567829172044",19,30,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,19,30,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,19,30,Friday,"usesplunkfwd01-exec-main"
0,0,19,30,Monday,"34.193.54.29:8088-httpevent-main"
0,0,19,30,Monday,"splunkes01-ess_content_importer-main"
"312.035727865292600","405.964272134707400",19,30,Monday,"splunkes01-stream:ip-main"
15,15,19,30,Monday,"splunksearch01-exec-main"
15,15,19,30,Monday,"splunksearch02-exec-main"
0,0,19,30,Monday,"splunksearch02-stash-main"
15,15,19,30,Monday,"splunksearch03-exec-main"
"304.4470292441050","1587.5529707558949",19,30,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,19,30,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,19,30,Monday,"usesplunkfwd01-exec-main"
0,0,19,30,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,19,30,Saturday,"splunkes01-ess_content_importer-main"
"315.759583680657950","380.240416319342050",19,30,Saturday,"splunkes01-stream:ip-main"
15,15,19,30,Saturday,"splunksearch01-exec-main"
15,15,19,30,Saturday,"splunksearch02-exec-main"
0,0,19,30,Saturday,"splunksearch02-stash-main"
15,15,19,30,Saturday,"splunksearch03-exec-main"
"349.7447168879043","1568.2552831120956",19,30,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,19,30,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,19,30,Saturday,"usesplunkfwd01-exec-main"
0,0,19,30,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,19,30,Sunday,"splunkes01-ess_content_importer-main"
"322.31212734431170","395.68787265568830",19,30,Sunday,"splunkes01-stream:ip-main"
15,15,19,30,Sunday,"splunksearch01-exec-main"
15,15,19,30,Sunday,"splunksearch02-exec-main"
0,0,19,30,Sunday,"splunksearch02-stash-main"
15,15,19,30,Sunday,"splunksearch03-exec-main"
"343.30311430574250","1556.69688569425760",19,30,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,19,30,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,19,30,Sunday,"usesplunkfwd01-exec-main"
0,0,19,30,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,19,30,Thursday,"splunkes01-ess_content_importer-main"
"315.19678562716500","378.80321437283500",19,30,Thursday,"splunkes01-stream:ip-main"
15,15,19,30,Thursday,"splunksearch01-exec-main"
15,15,19,30,Thursday,"splunksearch02-exec-main"
0,0,19,30,Thursday,"splunksearch02-stash-main"
15,15,19,30,Thursday,"splunksearch03-exec-main"
"343.44199155490810","1576.55800844509200",19,30,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,19,30,Thursday,"usesplunkfwd01-detectify_findings-main"
"15.3333333333332380","16.6666666666667600",19,30,Thursday,"usesplunkfwd01-exec-main"
0,0,19,30,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,19,30,Tuesday,"splunkes01-ess_content_importer-main"
"293.766971593809500","394.233028406190500",19,30,Tuesday,"splunkes01-stream:ip-main"
15,15,19,30,Tuesday,"splunksearch01-exec-main"
15,15,19,30,Tuesday,"splunksearch02-exec-main"
0,0,19,30,Tuesday,"splunksearch02-stash-main"
15,15,19,30,Tuesday,"splunksearch03-exec-main"
"951.4306749786740","1174.5693250213260",19,30,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,19,30,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,19,30,Tuesday,"usesplunkfwd01-exec-main"
0,0,19,30,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,19,30,Wednesday,"splunkes01-ess_content_importer-main"
"296.320186725035300","385.679813274964700",19,30,Wednesday,"splunkes01-stream:ip-main"
15,15,19,30,Wednesday,"splunksearch01-exec-main"
15,15,19,30,Wednesday,"splunksearch02-exec-main"
0,0,19,30,Wednesday,"splunksearch02-stash-main"
15,15,19,30,Wednesday,"splunksearch03-exec-main"
"893.22234174804100","1040.77765825195900",19,30,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,19,30,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,19,30,Wednesday,"usesplunkfwd01-exec-main"
0,0,19,45,Friday,"34.193.54.29:8088-httpevent-main"
0,0,19,45,Friday,"splunkes01-ess_content_importer-main"
"307.120612827941840","366.879387172058160",19,45,Friday,"splunkes01-stream:ip-main"
15,15,19,45,Friday,"splunksearch01-exec-main"
15,15,19,45,Friday,"splunksearch02-exec-main"
0,0,19,45,Friday,"splunksearch02-stash-main"
15,15,19,45,Friday,"splunksearch03-exec-main"
"156.5127712946528","1759.4872287053472",19,45,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,19,45,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,19,45,Friday,"usesplunkfwd01-exec-main"
0,0,19,45,Monday,"34.193.54.29:8088-httpevent-main"
0,0,19,45,Monday,"splunkes01-ess_content_importer-main"
"296.174886371296340","403.825113628703660",19,45,Monday,"splunkes01-stream:ip-main"
15,15,19,45,Monday,"splunksearch01-exec-main"
15,15,19,45,Monday,"splunksearch02-exec-main"
0,0,19,45,Monday,"splunksearch02-stash-main"
15,15,19,45,Monday,"splunksearch03-exec-main"
"293.31918544398866","1584.68081455601120",19,45,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,19,45,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,19,45,Monday,"usesplunkfwd01-exec-main"
0,0,19,45,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,19,45,Saturday,"splunkes01-ess_content_importer-main"
"297.5296136479296","358.4703863520704",19,45,Saturday,"splunkes01-stream:ip-main"
15,15,19,45,Saturday,"splunksearch01-exec-main"
15,15,19,45,Saturday,"splunksearch02-exec-main"
0,0,19,45,Saturday,"splunksearch02-stash-main"
15,15,19,45,Saturday,"splunksearch03-exec-main"
"325.86149113500470","1546.13850886499540",19,45,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,19,45,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,19,45,Saturday,"usesplunkfwd01-exec-main"
0,0,19,45,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,19,45,Sunday,"splunkes01-ess_content_importer-main"
"312.122388655366250","401.877611344633750",19,45,Sunday,"splunkes01-stream:ip-main"
15,15,19,45,Sunday,"splunksearch01-exec-main"
15,15,19,45,Sunday,"splunksearch02-exec-main"
0,0,19,45,Sunday,"splunksearch02-stash-main"
15,15,19,45,Sunday,"splunksearch03-exec-main"
"338.6862962075491","1561.3137037924510",19,45,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,19,45,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,19,45,Sunday,"usesplunkfwd01-exec-main"
0,0,19,45,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,19,45,Thursday,"splunkes01-ess_content_importer-main"
"294.95917483700270","363.04082516299730",19,45,Thursday,"splunkes01-stream:ip-main"
15,15,19,45,Thursday,"splunksearch01-exec-main"
15,15,19,45,Thursday,"splunksearch02-exec-main"
0,0,19,45,Thursday,"splunksearch02-stash-main"
15,15,19,45,Thursday,"splunksearch03-exec-main"
"339.49536665710550","1580.50463334289450",19,45,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,19,45,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,19,45,Thursday,"usesplunkfwd01-exec-main"
0,0,19,45,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,19,45,Tuesday,"splunkes01-ess_content_importer-main"
"296.09593104417536","377.90406895582464",19,45,Tuesday,"splunkes01-stream:ip-main"
15,15,19,45,Tuesday,"splunksearch01-exec-main"
15,15,19,45,Tuesday,"splunksearch02-exec-main"
0,0,19,45,Tuesday,"splunksearch02-stash-main"
15,15,19,45,Tuesday,"splunksearch03-exec-main"
"954.22794920079390","1145.77205079920600",19,45,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,19,45,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,19,45,Tuesday,"usesplunkfwd01-exec-main"
0,0,19,45,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,19,45,Wednesday,"splunkes01-ess_content_importer-main"
"273.359069389817200","376.640930610182800",19,45,Wednesday,"splunkes01-stream:ip-main"
"15.2928932188134520","16.7071067811865460",19,45,Wednesday,"splunksearch01-exec-main"
15,15,19,45,Wednesday,"splunksearch02-exec-main"
0,0,19,45,Wednesday,"splunksearch02-stash-main"
15,15,19,45,Wednesday,"splunksearch03-exec-main"
"897.196459230402000","990.803540769598000",19,45,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,19,45,Wednesday,"usesplunkfwd01-detectify_findings-main"
"14.2928932188134520","15.7071067811865480",19,45,Wednesday,"usesplunkfwd01-exec-main"
0,0,20,00,Friday,"34.193.54.29:8088-httpevent-main"
0,0,20,00,Friday,"splunkes01-ess_content_importer-main"
"310.674541414836650","395.325458585163350",20,00,Friday,"splunkes01-stream:ip-main"
15,15,20,00,Friday,"splunksearch01-exec-main"
15,15,20,00,Friday,"splunksearch02-exec-main"
0,0,20,00,Friday,"splunksearch02-stash-main"
15,15,20,00,Friday,"splunksearch03-exec-main"
"162.30875486308412","1771.69124513691580",20,00,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,20,00,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,20,00,Friday,"usesplunkfwd01-exec-main"
0,0,20,00,Monday,"34.193.54.29:8088-httpevent-main"
0,0,20,00,Monday,"splunkes01-ess_content_importer-main"
"317.228710418463440","384.771289581536560",20,00,Monday,"splunkes01-stream:ip-main"
15,15,20,00,Monday,"splunksearch01-exec-main"
15,15,20,00,Monday,"splunksearch02-exec-main"
0,0,20,00,Monday,"splunksearch02-stash-main"
15,15,20,00,Monday,"splunksearch03-exec-main"
"303.3466925778544","1596.6533074221456",20,00,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,20,00,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,20,00,Monday,"usesplunkfwd01-exec-main"
0,0,20,00,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,20,00,Saturday,"splunkes01-ess_content_importer-main"
"308.207115219100050","363.792884780899950",20,00,Saturday,"splunkes01-stream:ip-main"
15,15,20,00,Saturday,"splunksearch01-exec-main"
15,15,20,00,Saturday,"splunksearch02-exec-main"
0,0,20,00,Saturday,"splunksearch02-stash-main"
15,15,20,00,Saturday,"splunksearch03-exec-main"
"341.4571137179858","1558.5428862820143",20,00,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,20,00,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,20,00,Saturday,"usesplunkfwd01-exec-main"
0,0,20,00,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,20,00,Sunday,"splunkes01-ess_content_importer-main"
"319.197561066286540","384.802438933713460",20,00,Sunday,"splunkes01-stream:ip-main"
15,15,20,00,Sunday,"splunksearch01-exec-main"
15,15,20,00,Sunday,"splunksearch02-exec-main"
0,0,20,00,Sunday,"splunksearch02-stash-main"
15,15,20,00,Sunday,"splunksearch03-exec-main"
"359.1907007911552","1580.8092992088448",20,00,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,20,00,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,20,00,Sunday,"usesplunkfwd01-exec-main"
0,0,20,00,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,20,00,Thursday,"splunkes01-ess_content_importer-main"
"312.356598588080030","369.643401411919970",20,00,Thursday,"splunkes01-stream:ip-main"
15,15,20,00,Thursday,"splunksearch01-exec-main"
15,15,20,00,Thursday,"splunksearch02-exec-main"
0,0,20,00,Thursday,"splunksearch02-stash-main"
15,15,20,00,Thursday,"splunksearch03-exec-main"
"344.63066556194850","1585.36933443805150",20,00,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,20,00,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,20,00,Thursday,"usesplunkfwd01-exec-main"
0,0,20,00,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,20,00,Tuesday,"splunkes01-ess_content_importer-main"
"300.06076043359290","379.93923956640710",20,00,Tuesday,"splunkes01-stream:ip-main"
15,15,20,00,Tuesday,"splunksearch01-exec-main"
15,15,20,00,Tuesday,"splunksearch02-exec-main"
0,0,20,00,Tuesday,"splunksearch02-stash-main"
15,15,20,00,Tuesday,"splunksearch03-exec-main"
"954.0372596785626","1185.9627403214374",20,00,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,20,00,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,20,00,Tuesday,"usesplunkfwd01-exec-main"
0,0,20,00,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,20,00,Wednesday,"splunkes01-ess_content_importer-main"
"304.817603634284800","371.182396365715200",20,00,Wednesday,"splunkes01-stream:ip-main"
15,15,20,00,Wednesday,"splunksearch01-exec-main"
15,15,20,00,Wednesday,"splunksearch02-exec-main"
0,0,20,00,Wednesday,"splunksearch02-stash-main"
15,15,20,00,Wednesday,"splunksearch03-exec-main"
"896.765795868655600","1009.234204131344400",20,00,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,20,00,Wednesday,"usesplunkfwd01-detectify_findings-main"
"13.585786437626904","16.414213562373096",20,00,Wednesday,"usesplunkfwd01-exec-main"
0,0,20,15,Friday,"34.193.54.29:8088-httpevent-main"
0,0,20,15,Friday,"splunkes01-ess_content_importer-main"
"307.044938741624950","400.955061258375050",20,15,Friday,"splunkes01-stream:ip-main"
15,15,20,15,Friday,"splunksearch01-exec-main"
15,15,20,15,Friday,"splunksearch02-exec-main"
0,0,20,15,Friday,"splunksearch02-stash-main"
15,15,20,15,Friday,"splunksearch03-exec-main"
"149.0351284407223","1758.9648715592778",20,15,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,20,15,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,20,15,Friday,"usesplunkfwd01-exec-main"
0,0,20,15,Monday,"34.193.54.29:8088-httpevent-main"
0,0,20,15,Monday,"splunkes01-ess_content_importer-main"
"308.337899757614250","405.662100242385750",20,15,Monday,"splunkes01-stream:ip-main"
15,15,20,15,Monday,"splunksearch01-exec-main"
15,15,20,15,Monday,"splunksearch02-exec-main"
0,0,20,15,Monday,"splunksearch02-stash-main"
15,15,20,15,Monday,"splunksearch03-exec-main"
"297.1183970596392","1592.8816029403608",20,15,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,20,15,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,20,15,Monday,"usesplunkfwd01-exec-main"
0,0,20,15,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,20,15,Saturday,"splunkes01-ess_content_importer-main"
"309.27344094627320","342.72655905372680",20,15,Saturday,"splunkes01-stream:ip-main"
15,15,20,15,Saturday,"splunksearch01-exec-main"
15,15,20,15,Saturday,"splunksearch02-exec-main"
0,0,20,15,Saturday,"splunksearch02-stash-main"
15,15,20,15,Saturday,"splunksearch03-exec-main"
"342.1826445741676","1567.8173554258324",20,15,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,20,15,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,20,15,Saturday,"usesplunkfwd01-exec-main"
0,0,20,15,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,20,15,Sunday,"splunkes01-ess_content_importer-main"
"309.807052079035540","372.192947920964460",20,15,Sunday,"splunkes01-stream:ip-main"
15,15,20,15,Sunday,"splunksearch01-exec-main"
15,15,20,15,Sunday,"splunksearch02-exec-main"
0,0,20,15,Sunday,"splunksearch02-stash-main"
15,15,20,15,Sunday,"splunksearch03-exec-main"
"352.38635762858826","1565.61364237141170",20,15,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,20,15,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,20,15,Sunday,"usesplunkfwd01-exec-main"
0,0,20,15,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,20,15,Thursday,"splunkes01-ess_content_importer-main"
"295.74175123204583","362.25824876795417",20,15,Thursday,"splunkes01-stream:ip-main"
15,15,20,15,Thursday,"splunksearch01-exec-main"
15,15,20,15,Thursday,"splunksearch02-exec-main"
0,0,20,15,Thursday,"splunksearch02-stash-main"
15,15,20,15,Thursday,"splunksearch03-exec-main"
"345.90517811063830","1588.09482188936180",20,15,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,20,15,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,20,15,Thursday,"usesplunkfwd01-exec-main"
0,0,20,15,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,20,15,Tuesday,"splunkes01-ess_content_importer-main"
"291.609263345107800","364.390736654892200",20,15,Tuesday,"splunkes01-stream:ip-main"
15,15,20,15,Tuesday,"splunksearch01-exec-main"
15,15,20,15,Tuesday,"splunksearch02-exec-main"
0,0,20,15,Tuesday,"splunksearch02-stash-main"
